23_24,eng_championship,Sheffield Weds,https://fbref.com/en/squads/bba7d733/2023-2024/Sheffield-Wednesday-Stats
23_24,eng_championship,Plymouth Argyle,https://fbref.com/en/squads/32a1480e/2023-2024/Plymouth-Argyle-Stats
23_24,eng_championship,Birmingham City,https://fbref.com/en/squads/ec79b7c2/2023-2024/Birmingham-City-Stats
23_24,eng_championship,Huddersfield,https://fbref.com/en/squads/f5922ca5/2023-2024/Huddersfield-Town-Stats
23_24,eng_championship,Rotherham Utd,https://fbref.com/en/squads/375d66f1/2023-2024/Rotherham-United-Stats
23_24,eng_league_one,Portsmouth,https://fbref.com/en/squads/76ffc013/2023-2024/Portsmouth-Stats
23_24,eng_league_one,Derby County,https://fbref.com/en/squads/26ab47ee/2023-2024/Derby-County-Stats
23_24,eng_league_one,Bolton,https://fbref.com/en/squads/445d3104/2023-2024/Bolton-Wanderers-Stats
23_24,eng_league_one,P'borough Utd,https://fbref.com/en/squads/d6e6321c/2023-2024/Peterborough-United-Stats
23_24,eng_league_one,Oxford United,https://fbref.com/en/squads/604617a2/2023-2024/Oxford-United-Stats
23_24,eng_league_one,Barnsley,https://fbref.com/en/squads/293cb36b/2023-2024/Barnsley-Stats
23_24,eng_league_one,Lincoln City,https://fbref.com/en/squads/d76b7bed/2023-2024/Lincoln-City-Stats
23_24,eng_league_one,Blackpool,https://fbref.com/en/squads/7cbf5cb4/2023-2024/Blackpool-Stats
23_24,eng_league_one,Stevenage,https://fbref.com/en/squads/aca0450a/2023-2024/Stevenage-Stats
23_24,eng_league_one,Wycombe,https://fbref.com/en/squads/43c2583e/2023-2024/Wycombe-Wanderers-Stats
23_24,eng_league_one,Leyton Orient,https://fbref.com/en/squads/590e9120/2023-2024/Leyton-Orient-Stats
23_24,eng_league_one,Wigan Athletic,https://fbref.com/en/squads/e59ddc76/2023-2024/Wigan-Athletic-Stats
23_24,eng_league_one,Exeter City,https://fbref.com/en/squads/05791fbc/2023-2024/Exeter-City-Stats
23_24,eng_league_one,Northampton,https://fbref.com/en/squads/986a26c1/2023-2024/Northampton-Town-Stats
23_24,eng_league_one,Bristol Rovers,https://fbref.com/en/squads/654f3ca6/2023-2024/Bristol-Rovers-Stats
23_24,eng_league_one,Charlton Ath,https://fbref.com/en/squads/7a8db6d4/2023-2024/Charlton-Athletic-Stats
23_24,eng_league_one,Reading,https://fbref.com/en/squads/b0ac61ff/2023-2024/Reading-Stats
23_24,eng_league_one,Cambridge Utd,https://fbref.com/en/squads/41da1cf3/2023-2024/Cambridge-United-Stats
23_24,eng_league_one,Shrewsbury,https://fbref.com/en/squads/b435dbf5/2023-2024/Shrewsbury-Town-Stats
23_24,eng_league_one,Burton Albion,https://fbref.com/en/squads/b09787c5/2023-2024/Burton-Albion-Stats
23_24,eng_league_one,Cheltenham,https://fbref.com/en/squads/7c4744f7/2023-2024/Cheltenham-Town-Stats
23_24,eng_league_one,Fleetwood Town,https://fbref.com/en/squads/d6a369a2/2023-2024/Fleetwood-Town-Stats
23_24,eng_league_one,Port Vale,https://fbref.com/en/squads/62657aa0/2023-2024/Port-Vale-Stats
23_24,eng_league_one,Carlisle United,https://fbref.com/en/squads/120cfbbd/2023-2024/Carlisle-United-Stats
23_24,eng_league_two,Sutton United,https://fbref.com/en/squads/7ef53dcf/2023-2024/Sutton-United-Stats
23_24,eng_league_two,Notts County,https://fbref.com/en/squads/3b27de1f/2023-2024/Notts-County-Stats
23_24,eng_league_two,Morecambe,https://fbref.com/en/squads/6ca73159/2023-2024/Morecambe-Stats
23_24,eng_league_two,Walsall,https://fbref.com/en/squads/d96bbc04/2023-2024/Walsall-Stats
23_24,eng_league_two,Acc'ton Stanley,https://fbref.com/en/squads/9172ba36/2023-2024/Accrington-Stanley-Stats
23_24,eng_league_two,Newport County,https://fbref.com/en/squads/6c15d7e1/2023-2024/Newport-County-Stats
23_24,eng_league_two,Doncaster,https://fbref.com/en/squads/03d10d77/2023-2024/Doncaster-Rovers-Stats
23_24,eng_league_two,Harrogate,https://fbref.com/en/squads/802d1b47/2023-2024/Harrogate-Stats
23_24,eng_league_two,Stockport,https://fbref.com/en/squads/c6ce4b54/2023-2024/Stockport-Stats
23_24,eng_league_two,Gillingham,https://fbref.com/en/squads/5f01284a/2023-2024/Gillingham-Stats
23_24,eng_league_two,Grimsby Town,https://fbref.com/en/squads/a18a87d7/2023-2024/Grimsby-Town-Stats
23_24,eng_league_two,AFC Wimbledon,https://fbref.com/en/squads/8b9bf22a/2023-2024/AFC-Wimbledon-Stats
23_24,eng_league_two,Tranmere,https://fbref.com/en/squads/22327064/2023-2024/Tranmere-Rovers-Stats
23_24,eng_league_two,Barrow,https://fbref.com/en/squads/8efa4cdf/2023-2024/Barrow-Stats
23_24,eng_league_two,Wrexham,https://fbref.com/en/squads/dad7970b/2023-2024/Wrexham-Stats
23_24,eng_league_two,MK Dons,https://fbref.com/en/squads/fcf5b1e1/2023-2024/Milton-Keynes-Dons-Stats
23_24,eng_league_two,Crewe Alexandra,https://fbref.com/en/squads/f13a527f/2023-2024/Crewe-Alexandra-Stats
23_24,eng_league_two,Mansfield Town,https://fbref.com/en/squads/13cb8449/2023-2024/Mansfield-Town-Stats
23_24,eng_league_two,FG Rovers,https://fbref.com/en/squads/f1eb9593/2023-2024/Forest-Green-Rovers-Stats
23_24,eng_league_two,Salford City,https://fbref.com/en/squads/4cefb8c7/2023-2024/Salford-City-Stats
23_24,eng_league_two,Crawley Town,https://fbref.com/en/squads/0cd8eef2/2023-2024/Crawley-Town-Stats
23_24,eng_league_two,Bradford City,https://fbref.com/en/squads/3148d79f/2023-2024/Bradford-City-Stats
23_24,eng_league_two,Colchester Utd,https://fbref.com/en/squads/b17b8146/2023-2024/Colchester-United-Stats
23_24,eng_league_two,Swindon Town,https://fbref.com/en/squads/1b295b25/2023-2024/Swindon-Town-Stats
23_24,eng_nat_league,Chesterfield,https://fbref.com/en/squads/ce786972/2023-2024/Chesterfield-Stats
23_24,eng_nat_league,Barnet,https://fbref.com/en/squads/2e91bf26/2023-2024/Barnet-Stats
23_24,eng_nat_league,Bromley,https://fbref.com/en/squads/6a9477ca/2023-2024/Bromley-Stats
23_24,eng_nat_league,Altrincham,https://fbref.com/en/squads/b30f94be/2023-2024/Altrincham-Stats
23_24,eng_nat_league,Solihull Moors,https://fbref.com/en/squads/9e85547f/2023-2024/Solihull-Moors-Stats
23_24,eng_nat_league,Gateshead,https://fbref.com/en/squads/250e0f45/2023-2024/Gateshead-Stats
23_24,eng_nat_league,FC Halifax Town,https://fbref.com/en/squads/38154f92/2023-2024/FC-Halifax-Town-Stats
23_24,eng_nat_league,Aldershot Town,https://fbref.com/en/squads/a8290768/2023-2024/Aldershot-Town-Stats
23_24,eng_nat_league,Southend United,https://fbref.com/en/squads/2b9f86b0/2023-2024/Southend-United-Stats
23_24,eng_nat_league,Oldham Athletic,https://fbref.com/en/squads/4a04a02b/2023-2024/Oldham-Athletic-Stats
23_24,eng_nat_league,Rochdale,https://fbref.com/en/squads/51e48db2/2023-2024/Rochdale-Stats
23_24,eng_nat_league,Hartlepool Utd,https://fbref.com/en/squads/2af58c3d/2023-2024/Hartlepool-United-Stats
23_24,eng_nat_league,Eastleigh,https://fbref.com/en/squads/962bc612/2023-2024/Eastleigh-Stats
23_24,eng_nat_league,Maidenhead Utd,https://fbref.com/en/squads/7cf2360b/2023-2024/Maidenhead-United-Stats
23_24,eng_nat_league,Dag & Red,https://fbref.com/en/squads/4db00b00/2023-2024/Dagenham-and-Redbridge-Stats
23_24,eng_nat_league,Wealdstone,https://fbref.com/en/squads/6598bf6b/2023-2024/Wealdstone-Stats
23_24,eng_nat_league,Woking,https://fbref.com/en/squads/c30e88bc/2023-2024/Woking-Stats
23_24,eng_nat_league,Fylde,https://fbref.com/en/squads/60d44c62/2023-2024/Fylde-Stats
23_24,eng_nat_league,Ebbsfleet Utd,https://fbref.com/en/squads/9f1a0d0f/2023-2024/Ebbsfleet-United-Stats
23_24,eng_nat_league,York City,https://fbref.com/en/squads/e272e7a8/2023-2024/York-City-Stats
23_24,eng_nat_league,Boreham Wood,https://fbref.com/en/squads/8550eb99/Boreham-Wood-Stats
23_24,eng_nat_league,Kidderminster,https://fbref.com/en/squads/fa7569e4/Kidderminster-Stats
23_24,eng_nat_league,Dorking Wand.,https://fbref.com/en/squads/9ac0ab8c/Dorking-Wand-Stats
23_24,eng_nat_league,Oxford City,https://fbref.com/en/squads/2a0a34ae/Oxford-City-Stats
